gene_id	gene	chrom	cds_min	cds_max	cds_len_canonical	n_cds_exons_canonical
ENSG00000104967	NOVA2	19	45939866	45973543	1476	4
ENSG00000104983	CCDC61	19	46003019	46018384	1536	13
ENSG00000008438	PGLYRP1	19	46019241	46023021	588	3
ENSG00000204869	IGFL4	19	46039895	46040962	372	4
ENSG00000188624	IGFL3	19	46120333	46124649	375	4
ENSG00000204866	IGFL2	19	46148279	46161085	357	4
ENSG00000188293	IGFL1	19	46229775	46230827	330	4
ENSG00000124440	HIF3A	19	46297077	46339619	2007	15
ENSG00000011485	PPP5C	19	46347097	46391171	1497	13
ENSG00000169515	CCDC8	19	46411197	46413020	1614	1
ENSG00000277531	PNMA8C	19	46427748	46428359	612	1
ENSG00000182013	PNMA8A	19	46468542	46471035	1317	2
ENSG00000204851	PNMA8B	19	46493561	46495465	1905	1
ENSG00000160014	CALM3	19	46601435	46609150	447	6
ENSG00000160013	PTGIR	19	46621283	46624225	1158	2
ENSG00000167414	GNG8	19	46634079	46634682	210	2
ENSG00000197380	DACT3	19	46648485	46661064	1887	4
ENSG00000105287	PRKD2	19	46674526	46716370	2634	18
ENSG00000090372	STRN4	19	46720605	46746430	2259	17
ENSG00000181027	FKRP	19	46755451	46756935	1485	1
ENSG00000105281	SLC1A5	19	46775513	46787965	1623	8
ENSG00000042753	AP2S1	19	46838450	46850766	426	5
ENSG00000160007	ARHGAP35	19	46918676	47000685	4497	6
ENSG00000130751	NPAS1	19	47021048	47045648	1770	11
ENSG00000130748	TMEM160	19	47045990	47048614	564	3
ENSG00000130749	ZC3H4	19	47066359	47112584	3909	14
ENSG00000142230	SAE1	19	47130931	47209322	1038	9
ENSG00000105327	BBC3	19	47221704	47232602	579	3
ENSG00000105321	CCDC9	19	47258401	47273457	1593	11
ENSG00000257704	INAFM1	19	47274920	47275345	426	1
ENSG00000197405	C5AR1	19	47309896	47320827	1050	2
ENSG00000134830	C5AR2	19	47340800	47341810	1011	1
ENSG00000134815	DHX34	19	47353031	47382110	3429	16
ENSG00000105419	MEIS3	19	47406480	47419081	1125	12
ENSG00000118160	SLC8A2	19	47430092	47466403	2763	9
ENSG00000118162	KPTN	19	47475419	47484160	1308	12
ENSG00000105402	NAPA	19	47488291	47514940	885	11
ENSG00000118156	ZNF541	19	47521227	47555856	4038	15
ENSG00000063169	BICRA	19	47673575	47702412	4680	13
ENSG00000024422	EHD2	19	47716613	47741429	1629	5
ENSG00000105373	NOP53	19	47745560	47757051	1434	13
ENSG00000178980	SELENOW	19	47778768	47781367	261	5
ENSG00000178928	TPRX1	19	47801778	47819051	1398	3
ENSG00000105392	CRX	19	47834444	47839964	897	3
ENSG00000259009	TPRX2	19	47859247	47861561	903	3
ENSG00000105398	SULT2A1	19	47871458	47886257	855	6
ENSG00000188334	BSPH1	19	47976715	47992081	396	5
ENSG00000169393	ELSPBP1	19	48008668	48022324	669	5
ENSG00000105507	CABP5	19	48030560	48043922	519	6
ENSG00000105499	PLA2G4C	19	48048346	48110515	1623	16
ENSG00000105486	LIG1	19	48115652	48165566	2757	27
ENSG00000185453	ZSWIM9	19	48171803	48197256	2760	3
ENSG00000105483	CARD8	19	48206441	48241020	1611	11
ENSG00000178150	ZNF114	19	48279800	48286875	1251	3
ENSG00000105479	ODAD1	19	48296979	48320368	2121	14
ENSG00000142227	EMP3	19	48326845	48330524	489	4
ENSG00000161558	TMEM143	19	48333222	48363920	1377	8
ENSG00000105467	SYNGR4	19	48365843	48376315	702	4
ENSG00000105438	KDELR1	19	48383296	48391358	636	5
ENSG00000105464	GRIN2D	19	48398393	48443934	4008	12
ENSG00000105447	GRWD1	19	48446006	48453022	1338	7
ENSG00000182324	KCNJ14	19	48461725	48464774	1308	2
ENSG00000105443	CYTH2	19	48469373	48479207	1197	12
ENSG00000268465	ENSG00000268465	19	48470382	48472431	293	3
ENSG00000142235	LMTK3	19	48485543	48513586	4380	15
ENSG00000088002	SULT2B1	19	48552253	48599403	1095	7
ENSG00000105523	FAM83E	19	48601112	48613372	1434	5
ENSG00000177202	SPACA4	19	48606979	48607350	372	1
ENSG00000063177	RPL18	19	48615330	48619143	564	7
ENSG00000063176	SPHK2	19	48620515	48630717	1962	6
ENSG00000105516	DBP	19	48630840	48636994	975	4
ENSG00000063180	CA11	19	48638122	48645632	984	9
ENSG00000142233	NTN5	19	48661680	48670986	1467	6
ENSG00000176920	FUT2	19	48702957	48703985	1029	1
ENSG00000176909	MAMSTR	19	48713270	48719031	1245	9
ENSG00000105538	RASIP1	19	48720801	48740282	2889	11
ENSG00000182264	IZUMO1	19	48740911	48745859	1050	9
ENSG00000174951	FUT1	19	48750187	48751281	1095	1
ENSG00000105550	FGF21	19	48756237	48758217	627	3
ENSG00000105552	BCAT2	19	48795429	48811007	1176	11
ENSG00000087076	HSD17B14	19	48813178	48836411	810	9
ENSG00000105559	PLEKHA4	19	48837292	48867620	2337	19
ENSG00000087074	PPP1R15A	19	48873186	48875970	2022	2
ENSG00000104804	TULP2	19	48881014	48897868	1560	12
ENSG00000104805	NUCB1	19	48900797	48922421	1383	12
ENSG00000104808	DHDH	19	48933722	48944930	1002	7
ENSG00000087088	BAX	19	48954929	48961633	576	6
ENSG00000087086	FTL	19	48965508	48966732	525	4
ENSG00000104812	GYS1	19	48969291	48993112	2211	16
ENSG00000183207	RUVBL2	19	48993912	49015839	1389	15
ENSG00000104826	LHB	19	49016071	49017081	423	3
ENSG00000268655	ENSG00000268655	19	49017971	49020515	1002	5
ENSG00000104827	CGB3	19	49022889	49023971	495	3
ENSG00000267335	ENSG00000267335	19	49022953	49036711	389	2
ENSG00000104818	CGB2	19	49032096	49033218	489	3
ENSG00000267631	CGB1	19	49035613	49036711	465	3
ENSG00000189052	CGB5	19	49044210	49045291	495	3
ENSG00000213030	CGB8	19	49047658	49048739	495	3
ENSG00000196337	CGB7	19	49054294	49055375	495	3
ENSG00000283663	ENSG00000283663	19	49058043	49061997	459	3
ENSG00000225950	NTF4	19	49061368	49061997	630	1
ENSG00000104848	KCNA7	19	49070066	49072585	1368	2
ENSG00000104852	SNRNP70	19	49086415	49108440	1311	9
ENSG00000104863	LIN7B	19	49114405	49118370	621	6
ENSG00000221916	C19orf73	19	49118636	49119022	387	1
ENSG00000177380	PPFIA3	19	49127874	49150135	3582	28
ENSG00000130528	HRC	19	49151216	49155237	2097	6
ENSG00000130529	TRPM4	19	49157867	49211495	3642	25
ENSG00000063127	SLC6A16	19	49290126	49311347	2208	11
ENSG00000104894	CD37	19	49335541	49340325	843	8
ENSG00000074219	TEAD2	19	49341327	49360075	1353	12
ENSG00000104901	DKKL1	19	49363999	49375025	726	5
ENSG00000161609	KASH5	19	49390884	49417507	1686	19
ENSG00000142538	PTH2	19	49422471	49423339	300	2
ENSG00000261949	GFY	19	49426431	49428815	1554	3
ENSG00000104888	SLC17A7	19	49430522	49441379	1680	12
ENSG00000104872	PIH1D1	19	49446385	49451574	870	9
ENSG00000161618	ALDH16A1	19	49453332	49470464	2406	17
ENSG00000269469	ENSG00000269469	19	49462752	49464639	214	4
ENSG00000090554	FLT3LG	19	49474640	49486199	705	7
ENSG00000142541	RPL13A	19	49487630	49491812	609	8
ENSG00000142534	RPS11	19	49496457	49499632	474	5
ENSG00000104870	FCGRT	19	49513401	49526116	1095	6
ENSG00000142552	RCN3	19	49528473	49546862	984	6
ENSG00000142546	NOSIP	19	49555711	49560691	903	8
ENSG00000126460	PRRG2	19	49583220	49590386	606	6
ENSG00000126464	PRR12	19	49591655	49625604	6108	14
ENSG00000126458	RRAS	19	49635579	49640098	654	6
ENSG00000126461	SCAF1	19	49645027	49658396	3936	10
ENSG00000126456	IRF3	19	49659592	49664838	1281	7
ENSG00000126453	BCL2L12	19	49666693	49673774	750	6
ENSG00000126457	PRMT1	19	49677281	49688242	1113	11
ENSG00000224420	ADM5	19	49689838	49690490	459	2
ENSG00000169169	CPT1C	19	49692253	49713664	2409	18
ENSG00000126467	TSKS	19	49739779	49763247	1776	11
ENSG00000196961	AP2A1	19	49767134	49806755	2865	23
ENSG00000010361	FUZ	19	49807154	49813106	1254	11
ENSG00000104973	MED25	19	49818342	49838821	2241	18
ENSG00000104960	PTOV1	19	49850881	49860316	1248	12
ENSG00000039650	PNKP	19	49860099	49867204	1563	16
ENSG00000204673	AKT1S1	19	49869920	49876655	768	4
ENSG00000104946	TBC1D17	19	49877724	49888621	1944	17
ENSG00000104951	IL4I1	19	49889673	49901717	1701	7
ENSG00000213024	NUP62	19	49908242	49909807	1566	1
ENSG00000169136	ATF5	19	49930851	49933089	846	2
ENSG00000161640	SIGLEC11	19	49949973	49961081	2094	11
ENSG00000269179	ENSG00000269179	19	49951971	49958391	111	2
ENSG00000161643	SIGLEC16	19	49969702	49973508	1463	9
ENSG00000105053	VRK3	19	49979097	50016162	1422	12
ENSG00000142528	ZNF473	19	50031083	50053194	2613	4
ENSG00000161652	IZUMO2	19	50152612	50163194	663	7
ENSG00000105357	MYH14	19	50210366	50309787	6108	42
ENSG00000131398	KCNC3	19	50314857	50329082	2271	4
ENSG00000131400	NAPSA	19	50358556	50365621	1260	9
ENSG00000131408	NR1H2	19	50377606	50382599	1380	8
ENSG00000062822	POLD1	19	50398852	50417944	3321	26
ENSG00000142539	ENSG00000142539	19	50415799	50428333	1189	10
ENSG00000269404	SPIB	19	50418963	50428333	786	6
ENSG00000086967	MYBPC2	19	50432954	50466202	3423	28
ENSG00000142530	GARIN5A	19	50466785	50476388	741	4
ENSG00000161671	EMC10	19	50476545	50482725	786	7
ENSG00000161677	JOSD2	19	50506176	50510431	564	4
ENSG00000204653	ASPDH	19	50511732	50514509	849	7
ENSG00000131409	LRRC4B	19	50517574	50548838	2139	2
ENSG00000213023	SYT3	19	50622693	50637411	1770	8
ENSG00000235034	C19orf81	19	50649445	50659139	594	5
ENSG00000161681	SHANK1	19	50661968	50716919	6483	23
ENSG00000105472	CLEC11A	19	50723526	50725464	969	4
ENSG00000142511	GPR32	19	50770601	50771668	1068	1
ENSG00000261341	SMIM47	19	50785815	50789656	84	3
ENSG00000142513	ACP4	19	50790415	50795155	1278	11
ENSG00000167748	KLK1	19	50819197	50823748	786	5
ENSG00000174562	KLK15	19	50825799	50831492	768	5
ENSG00000142515	KLK3	19	50854956	50860124	783	5
ENSG00000167751	KLK2	19	50873474	50878605	783	5
ENSG00000167749	KLK4	19	50906937	50910738	762	5
ENSG00000167754	KLK5	19	50943634	50952657	879	5
ENSG00000167755	KLK6	19	50959167	50968104	732	5
ENSG00000169035	KLK7	19	50977539	50982399	759	5
ENSG00000129455	KLK8	19	50996062	51001167	780	5
ENSG00000213022	KLK9	19	51003114	51009547	750	5
ENSG00000269741	ENSG00000269741	19	51003114	51009547	750	5
ENSG00000129451	KLK10	19	51014803	51019130	828	5
ENSG00000167757	KLK11	19	51022548	51027517	750	5
ENSG00000186474	KLK12	19	51029158	51034621	744	5
ENSG00000167759	KLK13	19	51056590	51065067	831	5
ENSG00000129437	KLK14	19	51078010	51082747	753	5
ENSG00000142544	CTU1	19	51098604	51104569	1044	2
ENSG00000129450	SIGLEC9	19	51124975	51136195	1389	7
ENSG00000168995	SIGLEC7	19	51142370	51153242	1401	7
ENSG00000105383	CD33	19	51225119	51239685	1092	7
ENSG00000179213	SIGLECL1	19	51264073	51268594	591	5
ENSG00000142549	IGLON5	19	51311848	51328756	1008	8
ENSG00000186806	VSIG10L	19	51332614	51342124	2601	10
ENSG00000105379	ETFB	19	51345214	51366326	765	6
ENSG00000269403	ENSG00000269403	19	51354295	51368000	129	2
ENSG00000160318	CLDND2	19	51367145	51368577	501	4
ENSG00000105374	NKG7	19	51371780	51372535	495	4
ENSG00000105370	LIM2	19	51380204	51387443	519	4
ENSG00000262874	C19orf84	19	51388987	51390512	558	2
ENSG00000142512	SIGLEC10	19	51411102	51417589	2091	11
ENSG00000105366	SIGLEC8	19	51452382	51458387	1497	7
ENSG00000213822	CEACAM18	19	51478643	51491121	1152	6
ENSG00000254521	SIGLEC12	19	51491644	51501733	1785	8
ENSG00000105492	SIGLEC6	19	51520085	51531648	1359	8
ENSG00000105497	ZNF175	19	51573330	51589588	2133	4
ENSG00000268500	SIGLEC5	19	51612234	51630335	1653	9
ENSG00000254415	SIGLEC14	19	51643358	51646759	1188	7
ENSG00000182310	SPACA6	19	51689216	51705120	972	9
ENSG00000105509	HAS1	19	51713430	51723933	1731	5
ENSG00000171051	FPR1	19	51745945	51746994	1050	1
ENSG00000171049	FPR2	19	51768659	51769711	1053	1
ENSG00000187474	FPR3	19	51823749	51824807	1059	1
ENSG00000161551	ZNF577	19	51844915	51880382	1455	4
ENSG00000198093	ZNF649	19	51890621	51900107	1515	4
ENSG00000176024	ZNF613	19	51936221	51948682	1851	4
ENSG00000256683	ZNF350	19	51964857	51974360	1596	4
ENSG00000197619	ZNF615	19	51992883	52008170	2226	5
ENSG00000142556	ZNF614	19	52013140	52025745	1755	4
ENSG00000256087	ZNF432	19	52033723	52046868	1956	4
ENSG00000197608	ZNF841	19	52065110	52084801	2772	4
ENSG00000204611	ZNF616	19	52114821	52130512	2343	3
ENSG00000196267	ZNF836	19	52154875	52168072	2808	3
ENSG00000105568	PPP2R1A	19	52190097	52225978	1767	15
ENSG00000196214	ZNF766	19	52269614	52292183	1404	4
ENSG00000198464	ZNF480	19	52300413	52322855	1605	4
ENSG00000167554	ZNF610	19	52349173	52366764	1386	4
ENSG00000221923	ZNF880	19	52369966	52385311	1731	4
ENSG00000167555	ZNF528	19	52402014	52416736	1884	4
ENSG00000198633	ZNF534	19	52431475	52451494	1983	4
ENSG00000258405	ZNF578	19	52501846	52512151	1770	3
ENSG00000198482	ZNF808	19	52543285	52555625	2709	3
ENSG00000167562	ZNF701	19	52572242	52583454	1395	3
ENSG00000167766	ZNF83	19	52613017	52660776	1548	1
ENSG00000269825	ENSG00000269825	19	52652671	52660824	1923	3
ENSG00000213020	ZNF611	19	52704940	52715894	2115	3
ENSG00000189190	ZNF600	19	52755082	52778888	2373	3
ENSG00000198538	ZNF28	19	52799691	52817958	2154	3
ENSG00000204604	ZNF468	19	52840728	52854272	1566	3
ENSG00000182986	ZNF320	19	52864032	52890255	1527	3
ENSG00000213793	ZNF888	19	52906168	52917873	2154	3
ENSG00000221874	ZNF816-ZNF321P	19	52928906	52956089	699	3
ENSG00000180257	ZNF816	19	52949822	52956089	1953	3
ENSG00000269526	ERVV-1	19	53014091	53015521	1431	1
ENSG00000268964	ERVV-2	19	53049252	53050856	1605	1
ENSG00000170949	ZNF160	19	53068080	53086276	2454	4
ENSG00000170954	ZNF415	19	53108380	53129649	1665	3
ENSG00000197937	ZNF347	19	53124325	53153747	2517	4
ENSG00000197497	ZNF665	19	53164456	53182898	2034	3
ENSG00000197928	ZNF677	19	53236975	53251550	1752	3
ENSG00000196131	VN1R2	19	53258376	53259560	1185	1
ENSG00000228567	VN1R4	19	53266763	53267665	903	1
ENSG00000189348	FAM90A27P	19	53279701	53284944	1680	6
ENSG00000213799	ZNF845	19	53341308	53353585	2910	3
ENSG00000203326	ZNF525	19	53372282	53391881	1437	3
ENSG00000196417	ZNF765	19	53398016	53423301	1569	3
ENSG00000160336	ZNF761	19	53447269	53460928	2238	3
ENSG00000198346	ZNF813	19	53483823	53492083	1851	3
ENSG00000130844	ZNF331	19	53569377	53577949	1389	3
ENSG00000204595	DPRX	19	53632107	53636985	573	3
ENSG00000142405	NLRP12	19	53794052	53824174	3183	10
ENSG00000179820	MYADM	19	53873530	53874495	966	1
ENSG00000126583	PRKCG	19	53882495	53907033	2091	18
ENSG00000105605	CACNG7	19	53912832	53942290	825	5
ENSG00000142408	CACNG8	19	53963143	53982846	1275	4
ENSG00000130433	CACNG6	19	53992878	54012186	780	4
ENSG00000189068	VSTM1	19	54040964	54063777	708	9
ENSG00000248385	TARM1	19	54070006	54081340	813	5
ENSG00000170909	OSCAR	19	54095224	54100792	789	5
ENSG00000170906	NDUFA3	19	54102879	54108519	252	4
ENSG00000105619	TFPT	19	54107053	54115269	759	6
ENSG00000105618	PRPF31	19	54118279	54131429	1497	13
ENSG00000088038	CNOT3	19	54142979	54155404	2259	17
ENSG00000105617	LENG1	19	54155724	54159695	792	4
ENSG00000167608	TMC4	19	54160309	54173117	2118	15
ENSG00000125505	MBOAT7	19	54174047	54188508	1416	7
ENSG00000170892	TSEN34	19	54191365	54193668	930	4
ENSG00000170889	RPS9	19	54201185	54231751	582	4
ENSG00000204577	LILRB3	19	54217096	54222976	1893	13
ENSG00000244482	LILRA6	19	54238956	54242751	1443	8
ENSG00000105609	LILRB5	19	54250789	54257193	1773	13
ENSG00000131042	LILRB2	19	54274686	54280496	1791	13
ENSG00000187116	LILRA5	19	54307416	54313019	897	7
ENSG00000239961	LILRA4	19	54333575	54339093	1497	8
ENSG00000167613	LAIR1	19	54355271	54370277	861	10
ENSG00000167614	TTYH1	19	54415253	54436363	1350	13
ENSG00000167615	LENG8	19	54451345	54461451	2400	15
ENSG00000275183	LENG9	19	54462093	54463526	1434	1
ENSG00000167617	CDC42EP5	19	54465104	54465547	444	1
ENSG00000167618	LAIR2	19	54498242	54510566	456	5
ENSG00000239998	LILRA2	19	54573879	54587343	1449	8
ENSG00000104974	LILRA1	19	54594245	54600814	1467	9
ENSG00000104972	LILRB1	19	54630966	54636875	1956	14
ENSG00000186818	LILRB4	19	54662911	54668016	1344	12
ENSG00000242019	KIR3DL3	19	54724497	54736093	1230	8
ENSG00000243772	KIR2DL3	19	54738546	54752516	1023	8
ENSG00000125498	KIR2DL1	19	54769851	54783810	1044	8
ENSG00000189013	KIR2DL4	19	54803652	54814108	1026	7
ENSG00000167633	KIR3DL1	19	54816501	54830272	1332	9
ENSG00000221957	KIR2DS4	19	54832765	54847940	890	8
ENSG00000240403	KIR3DL2	19	54850476	54866728	1365	9
ENSG00000186431	FCAR	19	54874290	54889860	861	5
ENSG00000189430	NCR1	19	54906188	54912868	912	7
ENSG00000167634	NLRP7	19	54923743	54941711	3111	10
ENSG00000022556	NLRP2	19	54970016	55000895	3186	12
ENSG00000088053	GP6	19	55014085	55038236	1860	8
ENSG00000160439	RDH13	19	55045077	55063032	993	7
ENSG00000131037	EPS8L1	19	55072198	55087611	2169	19
ENSG00000125503	PPP1R12C	19	55091475	55117543	2346	22
ENSG00000105048	TNNT1	19	55132918	55147157	834	13
ENSG00000129991	TNNI3	19	55151837	55157589	630	8
ENSG00000267110	ENSG00000267110	19	55157696	55160671	514	5
ENSG00000167646	DNAAF3	19	55159065	55166648	1623	11
ENSG00000129990	SYT5	19	55173487	55179205	1158	8
ENSG00000080031	PTPRH	19	55181757	55209433	3345	20
ENSG00000180089	TMEM86B	19	55227184	55228741	678	3
ENSG00000105063	PPP6R1	19	55230531	55247103	2643	23
ENSG00000133265	HSPBP1	19	55262611	55279608	1077	7
ENSG00000160469	BRSK1	19	55282199	55312065	2334	19
ENSG00000180061	TMEM150B	19	55312862	55321036	699	6
ENSG00000133247	KMT5C	19	55341937	55347446	1386	8
ENSG00000160471	COX6B2	19	55353724	55354521	264	3
ENSG00000267706	ENSG00000267706	19	55355303	55359516	1415	2
ENSG00000180043	GARIN5B	19	55355303	55363066	2766	10
ENSG00000095752	IL11	19	55366010	55370310	597	5
ENSG00000160472	TMEM190	19	55376854	55378200	531	5
ENSG00000233493	TMEM238	19	55383732	55384259	528	1
ENSG00000108107	RPL28	19	55386358	55403128	411	4
ENSG00000108106	UBE2S	19	55401439	55407589	666	4
ENSG00000187902	SHISA7	19	55433159	55442863	1614	4
ENSG00000063241	ISOC2	19	55453311	55456486	615	5
ENSG00000283567	C19orf85	19	55463475	55464554	666	2
ENSG00000197483	ZNF628	19	55479911	55484370	3177	2
ENSG00000090971	NAT14	19	55485709	55487355	618	2
ENSG00000179954	SSC5D	19	55488590	55518995	4719	14
ENSG00000187550	SBK2	19	55529736	55536294	1044	3
ENSG00000231274	SBK3	19	55540849	55545543	1077	4
ENSG00000218891	ZNF579	19	55577954	55579639	1686	1
ENSG00000179943	FIZ1	19	55592453	55597865	1488	2
ENSG00000171443	ZNF524	19	55602113	55602904	792	1
ENSG00000261221	ZNF865	19	55613619	55616795	3177	1
ENSG00000179922	ZNF784	19	55621754	55624561	969	2
ENSG00000213015	ZNF580	19	55642509	55643024	516	1
ENSG00000171425	ZNF581	19	55644572	55645162	591	1
ENSG00000173581	CCDC106	19	55649047	55652743	840	5
ENSG00000063244	U2AF2	19	55655105	55674065	1425	12
ENSG00000063245	EPN1	19	55677172	55709787	1728	10
ENSG00000185792	NLRP9	19	55708915	55738374	2973	9
ENSG00000223638	RFPL4A	19	55761801	55763172	861	2
ENSG00000229292	RFPL4AL1	19	55771805	55773176	861	2
ENSG00000179873	NLRP11	19	55785628	55818174	3099	9
ENSG00000160505	NLRP4	19	55852081	55881584	2982	9
ENSG00000173572	NLRP13	19	55892099	55932311	3129	11
ENSG00000179709	NLRP8	19	55947903	55987910	3144	10
ENSG00000171487	NLRP5	19	55999726	56061525	3600	15
ENSG00000142409	ZNF787	19	56088026	56103217	1146	2
ENSG00000167685	ZNF444	19	56146912	56160198	981	3
ENSG00000197487	GALP	19	56177109	56185267	348	5
ENSG00000197213	ZSCAN5B	19	56189830	56193052	1485	4
ENSG00000204532	ZSCAN5C	19	56205914	56209197	1488	4
ENSG00000131848	ZSCAN5A	19	56221578	56225046	1488	4
ENSG00000267710	EDDM13	19	56272835	56310145	483	15
ENSG00000018869	ZNF582	19	56376044	56391752	1551	4
ENSG00000198440	ZNF583	19	56407115	56424365	1707	4
ENSG00000198046	ZNF667	19	56441165	56462370	1830	4
ENSG00000196263	ZNF471	19	56511572	56525945	1878	4
ENSG00000196867	ZFP28	19	56539019	56555389	2604	8
ENSG00000197016	ZNF470	19	56570312	56588248	2151	4
ENSG00000197951	ZNF71	19	56601559	56622754	1647	3
ENSG00000268182	SMIM17	19	56645668	56655242	354	3
ENSG00000127903	ZNF835	19	56663588	56665198	1611	1
ENSG00000269699	ZIM2	19	56774691	56824655	1674	10
ENSG00000198300	PEG3	19	56813678	56824655	4764	7
ENSG00000131864	USP29	19	57128676	57131441	2766	1
ENSG00000141946	ZIM3	19	57134921	57142643	1416	4
ENSG00000258873	DUXA	19	57154415	57167443	612	6
ENSG00000083844	ZNF264	19	57191914	57212978	1881	4
ENSG00000105146	AURKC	19	57231114	57235414	927	7
ENSG00000204524	ZNF805	19	57240892	57254700	1881	4
ENSG00000197714	ZNF460	19	57280807	57292227	1686	3
ENSG00000178229	ZNF543	19	57320854	57329262	1800	4
ENSG00000131845	ZNF304	19	57351665	57357846	1977	3
ENSG00000256060	TRAPPC2B	19	57364834	57365253	420	1
ENSG00000152433	ZNF547	19	57368556	57378182	1206	3
ENSG00000268133	ENSG00000268133	19	57368556	57398584	306	3
ENSG00000188785	ZNF548	19	57390100	57399886	1635	4
ENSG00000269533	ENSG00000269533	19	57390100	57419994	538	4
ENSG00000268533	ENSG00000268533	19	57394183	57438151	215	3
ENSG00000186272	ZNF17	19	57411392	57421478	1992	3
ENSG00000186230	ZNF749	19	57435579	57445482	2334	3
ENSG00000268163	ENSG00000268163	19	57438044	57477309	396	6
ENSG00000178201	VN1R1	19	57455428	57456486	1059	1
ENSG00000197128	ZNF772	19	57467044	57477309	1344	4
ENSG00000268107	ENSG00000268107	19	57487951	57504673	177	3
ENSG00000105136	ZNF419	19	57487951	57494087	1530	5
ENSG00000152439	ZNF773	19	57500081	57513065	1326	4
ENSG00000121406	ZNF549	19	57527574	57552497	1920	4
ENSG00000251369	ZNF550	19	57535267	57559682	1266	4
ENSG00000083817	ZNF416	19	57572122	57578704	1782	4
ENSG00000171649	ZIK1	19	57584357	57591272	1461	4
ENSG00000183647	ZNF530	19	57600105	57612525	1698	2
ENSG00000213762	ZNF134	19	57619469	57621400	1281	2
ENSG00000121417	ZNF211	19	57630395	57642178	1731	4
ENSG00000180532	ZSCAN4	19	57676146	57678902	1299	3
ENSG00000204519	ZNF551	19	57682164	57717183	2010	3
ENSG00000269026	ENSG00000269026	19	57682212	57753575	445	3
ENSG00000179909	ZNF154	19	57701638	57708971	1311	3
ENSG00000083814	ZNF671	19	57720484	57727528	1602	4
ENSG00000152443	ZNF776	19	57747059	57756876	1554	3
ENSG00000083828	ZNF586	19	57769843	57819600	1206	3
ENSG00000178935	ZNF552	19	57803991	57814743	1221	3
ENSG00000268750	ENSG00000268750	19	57819913	57858941	225	2
ENSG00000269343	ZNF587B	19	57819913	57844339	1899	3
ENSG00000198466	ZNF587	19	57850039	57860137	1725	3
ENSG00000204514	ZNF814	19	57850473	57888802	2565	3
ENSG00000269476	ENSG00000269476	19	57888976	57912093	126	3
ENSG00000173480	ZNF417	19	57900413	57916411	1725	3
ENSG00000196724	ZNF418	19	57922548	57933822	2028	3
ENSG00000152454	ZNF256	19	57940927	57947474	1881	3
ENSG00000177025	C19orf18	19	57958605	57974432	645	6
ENSG00000166704	ZNF606	19	57978304	58001319	2376	6
ENSG00000152467	ZSCAN1	19	58037837	58054048	1224	4
ENSG00000176293	ZNF135	19	58059242	58081751	1974	4
ENSG00000121413	ZSCAN18	19	58084688	58118396	1530	6
ENSG00000181894	ZNF329	19	58127881	58129503	1623	1
ENSG00000171606	ZNF274	19	58183966	58213140	1959	7
ENSG00000283515	ENSG00000283515	19	58244024	58285723	216	4
ENSG00000198131	ZNF544	19	58244024	58277248	2145	4
ENSG00000278129	ZNF8	19	58279082	58295533	1725	4
ENSG00000142396	ERVK3-1	19	58311314	58314781	327	2
ENSG00000182318	ZSCAN22	19	58334803	58339323	1473	2
ENSG00000121410	A1BG	19	58347025	58353437	1485	8
ENSG00000174586	ZNF497	19	58356142	58358066	1494	1
ENSG00000152475	ZNF837	19	58367740	58369332	1593	1
ENSG00000083845	RPS5	19	58388138	58394747	612	5
ENSG00000269855	RNF225	19	58396090	58397076	987	1
ENSG00000171574	ZNF584	19	58409148	58417781	1263	4
ENSG00000131849	ZNF132	19	58433326	58439821	2118	3
ENSG00000249471	ZNF324B	19	58453702	58456576	1632	3
ENSG00000083812	ZNF324	19	58469186	58472151	1659	3
ENSG00000083838	ZNF446	19	58477219	58480723	1350	6
ENSG00000083807	SLC27A5	19	58498518	58511955	2070	10
ENSG00000119574	ZBTB45	19	58514057	58517673	1533	2
ENSG00000130726	TRIM28	19	58544136	58550550	2505	17
ENSG00000130724	CHMP2A	19	58551652	58554212	666	5
ENSG00000130725	UBE2M	19	58556092	58558381	549	6
ENSG00000099326	MZF1	19	58562075	58571389	2202	5
ENSG00000184731	FAM110C	2	41611	46385	963	2
ENSG00000035115	SH3YL1	2	218814	263984	1026	10
ENSG00000143727	ACP1	2	264965	277301	474	6
ENSG00000189292	ALKAL2	2	280150	287835	456	5
ENSG00000151353	TMEM18	2	669583	677345	420	5
ENSG00000172554	SNTG2	2	950997	1367471	1617	17
ENSG00000115705	TPO	2	1414409	1542589	2799	16
ENSG00000130508	PXDN	2	1634207	1744455	4437	23
ENSG00000186487	MYT1L	2	1791239	1979777	3558	20
ENSG00000032389	EIPR1	2	3189337	3377689	1161	9
ENSG00000171853	TRAPPC12	2	3387624	3484875	2205	11
ENSG00000182551	ADI1	2	3498966	3519487	537	4
ENSG00000286905	ENSG00000286905	2	3545788	3558260	858	8
ENSG00000171865	RNASEH1	2	3545788	3558260	858	8
ENSG00000171863	RPS7	2	3575610	3580879	582	6
ENSG00000118004	COLEC11	2	3603646	3644115	813	6
ENSG00000151360	ALLC	2	3671158	3702560	1173	11
ENSG00000214866	DCDC2C	2	3703752	3847180	1092	11
ENSG00000176887	SOX11	2	5692722	5694044	1323	1
ENSG00000134326	CMPK2	2	6840573	6865696	1347	5
ENSG00000134321	RSAD2	2	6865904	6895939	1083	6
