gene	chrom	lineage	status	assembly	raw_id
TEX28	X	NOMASCUS_LEUCOGENYS	I	Nomascus_leucogenys__northern_white-cheeked_gibbon__HLnomLeu4	ENSG00000278057
ZNF280C	X	NOMASCUS_LEUCOGENYS	I	Nomascus_leucogenys__northern_white-cheeked_gibbon__HLnomLeu4	ENSG00000056277
SLITRK4	X	NOMASCUS_LEUCOGENYS	I	Nomascus_leucogenys__northern_white-cheeked_gibbon__HLnomLeu4	ENSG00000179542
AGTR2	X	NOMASCUS_LEUCOGENYS	I	Nomascus_leucogenys__northern_white-cheeked_gibbon__HLnomLeu4	ENSG00000180772
SLITRK2	X	NOMASCUS_LEUCOGENYS	I	Nomascus_leucogenys__northern_white-cheeked_gibbon__HLnomLeu4	ENSG00000185985
HUWE1	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000086758
RPS6KA3	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000177189
CASK	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000147044
OTUD5	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000068308
DOCK11	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000147251
ATP6AP2	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000182220
MCF2	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000101977
FAM104B	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000182518
MAP3K15	X	NYCTICEBUS_BENGALENSIS	UL	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000180815
CLCN4	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000073464
DACH2	X	NYCTICEBUS_BENGALENSIS	UL	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000126733
FHL1	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000022267
TCEAL9	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000185222
PNMA6F	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000225110
ZNF185	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000147394
SATL1	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000184788
PNCK	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000130822
ZFX	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000005889
TAB3	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000157625
MTMR1	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000063601
EGFL6	X	NYCTICEBUS_BENGALENSIS	UL	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000198759
PWWP3B	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000157502
TAF1	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000147133
LONRF3	X	NYCTICEBUS_BENGALENSIS	UL	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000175556
BRCC3	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000185515
NAA10	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000102030
CDKL5	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000008086
PLAC1	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000170965
SLC9A6	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000198689
CSF2RA	X	NYCTICEBUS_BENGALENSIS	UL	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000198223
WDR45	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000196998
FAM120C	X	NYCTICEBUS_BENGALENSIS	UL	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000184083
IGSF1	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000147255
PGRMC1	X	NYCTICEBUS_BENGALENSIS	UL	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000101856
HMGB3	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000029993
HCFC1	X	NYCTICEBUS_BENGALENSIS	UL	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000172534
MAGED4B	X	NYCTICEBUS_BENGALENSIS	UL	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000187243
ARSD	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000006756
SLC25A14	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000102078
MAGEB16	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000189023
NEXMIF	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000050030
NXT2	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000101888
SLITRK2	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000185985
ZBTB33	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000177485
GRIPAP1	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000068400
SYTL4	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000102362
MAGEH1	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000187601
CT45A5	X	NYCTICEBUS_BENGALENSIS	PI	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000228836
CD99L2	X	NYCTICEBUS_BENGALENSIS	UL	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000102181
MCTS1	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000232119
FAM47C	X	NYCTICEBUS_BENGALENSIS	M	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000198173
NONO	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000147140
TCP11X1	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000268235
ZFP92	X	NYCTICEBUS_BENGALENSIS	L	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000189420
FAM47A	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000185448
MAOB	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000069535
LAS1L	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000001497
RIPPLY1	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000147223
RNF128	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000133135
TBC1D25	X	NYCTICEBUS_BENGALENSIS	L	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000068354
BEND2	X	NYCTICEBUS_BENGALENSIS	L	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000177324
DCX	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000077279
NHS	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000188158
APOO	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000184831
SSX1	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000126752
MAMLD1	X	NYCTICEBUS_BENGALENSIS	UL	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000013619
PBDC1	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000102390
PPP1R3F	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000049769
PPP1R2C	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000102055
WNK3	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000196632
NLGN3	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000196338
CDK16	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000102225
TRO	X	NYCTICEBUS_BENGALENSIS	L	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000067445
TCEANC	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000176896
SSX5	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000165583
STK26	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000134602
TLR8	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000101916
FMR1NB	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000176988
IL2RG	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000147168
IL1RAPL2	X	NYCTICEBUS_BENGALENSIS	UL	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000189108
AMER1	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000184675
MAGEA11	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000185247
CNKSR2	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000149970
PFKFB1	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000158571
SSX2	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000241476
TSC22D3	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000157514
IDS	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000010404
ENOX2	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000165675
TMLHE	X	NYCTICEBUS_BENGALENSIS	L	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000185973
UXT	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000126756
H2AB3	X	NYCTICEBUS_BENGALENSIS	UL	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000277745
UBE2A	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000077721
TEX13D	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000282419
F8A1	X	NYCTICEBUS_BENGALENSIS	L	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000288722
ASMTL	X	NYCTICEBUS_BENGALENSIS	UL	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000169093
MED12	X	NYCTICEBUS_BENGALENSIS	UL	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000184634
GAGE12C	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000237671
ARHGEF9	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000131089
GPC3	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000147257
MAGEB17	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000182798
TCP11X2	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000215029
BCOR	X	NYCTICEBUS_BENGALENSIS	UL	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000183337
CD99	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000002586
ALG13	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000101901
H2AB2	X	NYCTICEBUS_BENGALENSIS	UL	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000277858
CLCN5	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000171365
TBC1D8B	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000133138
TIMM17B	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000126768
TRPC5	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000072315
XAGE1A	X	NYCTICEBUS_BENGALENSIS	L	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000204379
ABCB7	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000131269
VCX3B	X	NYCTICEBUS_BENGALENSIS	UL	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000205642
PAGE2	X	NYCTICEBUS_BENGALENSIS	L	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000234068
RBMXL3	X	NYCTICEBUS_BENGALENSIS	L	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000175718
PAK3	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000077264
NLGN4X	X	NYCTICEBUS_BENGALENSIS	UL	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000146938
MSL3	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000005302
CT47A12	X	NYCTICEBUS_BENGALENSIS	L	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000226685
FOXR2	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000189299
RPA4	X	NYCTICEBUS_BENGALENSIS	L	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000204086
KLHL13	X	NYCTICEBUS_BENGALENSIS	UL	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000003096
TCEAL1	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000172465
AKAP17A	X	NYCTICEBUS_BENGALENSIS	L	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000197976
MAGEB5	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000188408
PABPC1L2A	X	NYCTICEBUS_BENGALENSIS	M	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000186288
NRK	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000123572
ZNF674	X	NYCTICEBUS_BENGALENSIS	L	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000251192
ZC4H2	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000126970
MAGEB1	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000214107
NHSL2	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000204131
DNAAF6	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000080572
RPGR	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000156313
FAM9C	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000187268
CLDN34	X	NYCTICEBUS_BENGALENSIS	UL	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000234469
USP26	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000134588
CACNA1F	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000102001
TAFAZZIN	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000102125
KLHL34	X	NYCTICEBUS_BENGALENSIS	L	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000185915
SSX4B	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000269791
ARSL	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000157399
ASB11	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000165192
COL4A6	X	NYCTICEBUS_BENGALENSIS	UL	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000197565
TCEAL7	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000182916
VSIG4	X	NYCTICEBUS_BENGALENSIS	L	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000155659
ATP2B3	X	NYCTICEBUS_BENGALENSIS	L	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000067842
MID2	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000080561
CXORF51B	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000235699
EOLA1	X	NYCTICEBUS_BENGALENSIS	UL	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000197620
F9	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000101981
BGN	X	NYCTICEBUS_BENGALENSIS	UL	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000182492
KDM5C	X	NYCTICEBUS_BENGALENSIS	UL	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000126012
SPANXB1	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000227234
MAP7D2	X	NYCTICEBUS_BENGALENSIS	UL	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000184368
POLA1	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000101868
ALAS2	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000158578
GPM6B	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000046653
PRRG1	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000130962
TCEAL4	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000133142
HSFX4	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000283463
TENT5D	X	NYCTICEBUS_BENGALENSIS	UL	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000174016
GAB3	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000160219
APOOL	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000155008
ARMCX3	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000102401
YIPF6	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000181704
HSFX3	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000283697
PLCXD1	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000182378
AIFM1	X	NYCTICEBUS_BENGALENSIS	UL	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000156709
FRMPD3	X	NYCTICEBUS_BENGALENSIS	UL	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000147234
HAUS7	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000213397
BTK	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000010671
RBM10	X	NYCTICEBUS_BENGALENSIS	UL	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000182872
LRCH2	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000130224
SLC10A3	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000126903
GPR143	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000101850
IKBKG	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000269335
SRPX	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000101955
CHRDL1	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000101938
DIPK2B	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000147113
HEPH	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000089472
ELF4	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000102034
ACE2	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000130234
KANTR	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000232593
RENBP	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000102032
PDZD4	X	NYCTICEBUS_BENGALENSIS	L	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000067840
VBP1	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000155959
PABIR2	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000156504
TENM1	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000009694
RPS6KA6	X	NYCTICEBUS_BENGALENSIS	L	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000072133
HDAC8	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000147099
PLS3	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000102024
MAGIX	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000269313
CCDC160	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000203952
AP1S2	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000182287
SMS	X	NYCTICEBUS_BENGALENSIS	I	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1	ENSG00000102172
